total_points,now_cost,indexes
17,121,"[610, 611, 146]"
57,122,"[610, 611, 339]"
72,123,"[610, 146, 339]"
108,124,"[610, 611, 504]"
126,125,"[610, 339, 323]"
163,126,"[610, 339, 504]"
177,127,"[610, 323, 504]"
210,128,"[339, 410, 504]"
230,129,"[339, 323, 504]"
251,130,"[339, 504, 340]"
265,131,"[323, 504, 340]"
272,132,"[339, 504, 80]"
286,133,"[323, 504, 80]"
307,134,"[504, 340, 80]"
313,136,"[504, 80, 459]"
317,137,"[504, 340, 147]"
319,138,"[504, 340, 42]"
338,139,"[504, 80, 147]"
340,140,"[504, 80, 42]"
343,142,"[504, 147, 126]"
350,143,"[504, 147, 42]"
355,145,"[80, 147, 42]"
364,148,"[504, 147, 343]"
366,149,"[504, 42, 343]"
369,150,"[80, 147, 343]"
371,151,"[80, 42, 343]"
377,152,"[504, 340, 40]"
398,154,"[504, 80, 40]"
408,157,"[504, 147, 40]"
410,158,"[504, 42, 40]"
413,159,"[80, 147, 40]"
415,160,"[80, 42, 40]"
418,162,"[147, 126, 40]"
425,163,"[147, 42, 40]"
429,165,"[80, 343, 40]"
439,168,"[147, 343, 40]"
441,169,"[42, 343, 40]"
453,173,"[504, 40, 150]"
458,175,"[80, 40, 150]"
468,178,"[147, 40, 150]"
470,179,"[42, 40, 150]"
471,183,"[343, 40, 393]"
484,184,"[343, 40, 150]"
486,188,"[42, 40, 172]"
500,193,"[343, 40, 172]"
502,197,"[40, 150, 465]"
516,202,"[40, 393, 172]"
529,203,"[40, 150, 172]"
533,216,"[147, 40, 251]"
535,217,"[147, 40, 1001]"
537,218,"[42, 40, 1001]"
541,220,"[504, 40, 1079]"
544,221,"[343, 40, 979]"
549,222,"[343, 40, 251]"
551,223,"[343, 40, 1001]"
552,224,"[504, 40, 1114]"
556,225,"[147, 40, 1079]"
558,226,"[42, 40, 1079]"
567,229,"[147, 40, 1114]"
569,230,"[42, 40, 1114]"
573,231,"[40, 150, 979]"
578,232,"[40, 150, 251]"
580,233,"[40, 150, 1001]"
583,235,"[343, 40, 1114]"
585,237,"[504, 40, 1248]"
588,238,"[80, 40, 1232]"
590,239,"[80, 40, 1248]"
596,240,"[40, 150, 1064]"
601,241,"[40, 150, 1079]"
602,243,"[42, 40, 1248]"
612,245,"[40, 150, 1114]"
614,247,"[343, 40, 1232]"
616,248,"[343, 40, 1248]"
617,250,"[40, 172, 1079]"
628,254,"[40, 172, 1114]"
632,256,"[40, 150, 1225]"
643,257,"[40, 150, 1232]"
645,258,"[40, 150, 1248]"
648,265,"[40, 172, 1225]"
659,266,"[40, 172, 1232]"
661,267,"[40, 172, 1248]"
666,279,"[40, 251, 1079]"
668,280,"[40, 1001, 1079]"
672,282,"[40, 979, 1114]"
677,283,"[40, 251, 1114]"
679,284,"[40, 1001, 1114]"
684,287,"[40, 1064, 1079]"
695,291,"[40, 1064, 1114]"
700,292,"[40, 1079, 1114]"
703,294,"[40, 979, 1232]"
708,295,"[40, 251, 1232]"
710,296,"[40, 251, 1248]"
712,297,"[40, 1001, 1248]"
715,302,"[40, 122, 1232]"
726,303,"[40, 1064, 1232]"
731,304,"[40, 1079, 1232]"
733,305,"[40, 1079, 1248]"
742,308,"[40, 1114, 1232]"
744,309,"[40, 1114, 1248]"
762,319,"[40, 1225, 1232]"
764,320,"[40, 1225, 1248]"
775,321,"[40, 1232, 1248]"
776,331,"[172, 1232, 1248]"
781,343,"[251, 1079, 1232]"
783,344,"[251, 1079, 1248]"
785,345,"[1001, 1079, 1248]"
787,346,"[979, 1114, 1232]"
792,347,"[251, 1114, 1232]"
794,348,"[251, 1114, 1248]"
796,349,"[1001, 1114, 1248]"
799,351,"[1064, 1079, 1232]"
801,352,"[1064, 1079, 1248]"
810,355,"[1064, 1114, 1232]"
815,356,"[1079, 1114, 1232]"
817,357,"[1079, 1114, 1248]"
820,359,"[979, 1232, 1248]"
825,360,"[251, 1232, 1248]"
827,361,"[1001, 1232, 1248]"
828,364,"[1114, 1149, 1248]"
830,366,"[1064, 1225, 1232]"
835,367,"[1079, 1225, 1232]"
843,368,"[1064, 1232, 1248]"
848,369,"[1079, 1232, 1248]"
859,373,"[1114, 1232, 1248]"
879,384,"[1225, 1232, 1248]"
888,386,"[1232, 1248, 1247]"
890,387,"[1232, 1248, 1259]"
